,date,tweet_count,daily_sent,binance,charliebilello,coinmarketcap,huobiglobal,vitalikbuterin,investingcom,justinsuntron,grayscale,bosslogic,scottmelker
2018-10-01,2018-10-01,2,0.6369,0,0,0,0,0,0,0,0,0,0
2018-09-30,2018-09-30,2,0.6597,0,0,0,0,0,0,0,0,0,0
2018-09-28,2018-09-28,2,-0.5242,0,0,0,0,0,0,0,0,0,0
2018-09-26,2018-09-26,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-09-24,2018-09-24,2,0.3182,0,0,0,0,0,0,0,0,0,0
2018-09-21,2018-09-21,2,0.3818,0,0,0,0,0,0,0,0,0,0
2018-09-20,2018-09-20,2,0.1979,0,0,0,0,0,0,0,0,0,0
2018-09-19,2018-09-19,4,0.2997,0,0,0,0,0,0,0,0,0,0
2018-09-18,2018-09-18,4,0.2202,0,0,0,0,0,0,0,0,0,0
2018-09-17,2018-09-17,2,0.1027,0,0,0,0,0,0,0,0,0,0
2018-09-14,2018-09-14,6,0.5396,0,0,0,0,0,0,0,0,0,0
2018-09-13,2018-09-13,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-09-12,2018-09-12,16,0.17820000000000003,0,0,0,0,0,0,0,0,0,0
2018-09-11,2018-09-11,10,-0.04557999999999999,0,0,0,0,1,0,0,0,0,0
2018-09-10,2018-09-10,12,0.08775000000000001,0,0,0,0,0,0,0,0,0,0
2018-09-09,2018-09-09,6,0.014999999999999994,0,0,0,0,0,0,0,0,0,0
2018-09-07,2018-09-07,8,0.5103,0,0,0,0,0,0,0,0,0,0
2018-09-05,2018-09-05,4,0.1806,0,0,0,0,0,0,0,0,0,0
2018-09-02,2018-09-02,4,0.2202,0,0,0,0,0,0,1,0,0,0
2018-09-01,2018-09-01,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-08-31,2018-08-31,10,0.50908,0,0,0,0,0,0,0,0,0,0
2018-08-30,2018-08-30,6,0.09823333333333333,0,0,0,0,0,0,0,0,0,0
2018-08-26,2018-08-26,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-08-25,2018-08-25,6,0.13396666666666665,0,0,0,0,0,0,0,0,0,0
2018-08-24,2018-08-24,4,0.1547,0,0,0,0,0,0,0,0,0,0
2018-08-23,2018-08-23,4,0.28595,0,0,0,0,0,0,0,0,0,0
2018-08-20,2018-08-20,4,-0.07655,0,0,0,0,0,0,0,0,0,0
2018-08-19,2018-08-19,2,-0.2411,0,0,0,0,0,0,0,0,0,0
2018-08-18,2018-08-18,2,0.9078,0,0,0,0,0,0,0,0,0,0
2018-08-15,2018-08-15,6,0.3197666666666667,0,0,0,0,0,0,0,0,0,0
2018-08-14,2018-08-14,10,0.50892,0,0,0,0,0,0,0,0,0,0
2018-08-13,2018-08-13,6,0.35856666666666664,0,0,0,0,0,0,0,0,0,0
2018-08-11,2018-08-11,6,0.4771000000000001,0,0,0,0,0,0,0,0,0,0
2018-08-10,2018-08-10,2,0.5562,0,0,0,0,0,0,0,0,0,0
2018-08-08,2018-08-08,4,0.2832,0,0,0,0,0,0,1,0,0,0
2018-08-07,2018-08-07,2,0.4019,0,0,0,0,0,0,0,0,0,0
2018-08-03,2018-08-03,2,-0.1027,0,0,0,0,0,0,0,0,0,0
2018-08-01,2018-08-01,8,0.181525,0,0,0,0,0,0,0,0,0,0
2018-07-30,2018-07-30,2,0.6467,0,0,0,0,0,0,0,0,0,0
2018-07-29,2018-07-29,2,-0.7772,0,0,0,0,0,0,0,0,0,0
2018-07-27,2018-07-27,2,0.34,0,0,0,0,0,0,0,0,0,0
2018-07-26,2018-07-26,4,0.4636,0,0,0,0,0,0,0,0,0,0
2018-07-25,2018-07-25,8,0.22949999999999998,0,0,0,0,0,0,0,0,0,0
2018-07-22,2018-07-22,2,0.5956,0,0,0,0,0,0,0,0,0,0
2018-07-19,2018-07-19,6,-0.25166666666666665,0,0,0,0,1,0,0,0,0,0
2018-07-18,2018-07-18,2,0.7219,0,0,0,0,0,0,0,0,0,0
2018-07-17,2018-07-17,6,0.46246666666666664,0,0,0,0,0,0,0,0,0,0
2018-07-16,2018-07-16,2,0.9633,0,0,0,0,0,0,0,0,0,0
2018-07-13,2018-07-13,4,0.23765,0,0,0,0,0,0,0,0,0,0
2018-07-12,2018-07-12,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-07-11,2018-07-11,2,0.871,0,0,0,0,0,0,0,0,0,0
2018-07-10,2018-07-10,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-07-09,2018-07-09,2,0.7882,0,0,0,0,1,0,0,0,0,0
2018-07-06,2018-07-06,6,0.28729999999999994,0,0,0,0,0,0,0,0,0,0
2018-07-05,2018-07-05,4,0.0,0,0,0,0,0,0,0,0,0,0
2018-07-04,2018-07-04,8,0.548775,0,0,0,0,0,0,0,0,0,0
2018-07-02,2018-07-02,6,0.10606666666666666,0,0,0,0,0,0,0,0,0,0
2018-06-30,2018-06-30,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-28,2018-06-28,2,0.6465,0,0,0,0,0,0,0,0,0,0
2018-06-27,2018-06-27,2,0.2263,0,0,0,0,0,0,0,0,0,0
2018-06-26,2018-06-26,4,0.6543000000000001,0,0,0,0,0,0,0,0,0,0
2018-06-23,2018-06-23,4,0.1591,0,0,0,0,0,0,0,0,0,0
2018-06-22,2018-06-22,4,-0.3243,0,0,0,0,0,0,0,0,0,0
2018-06-21,2018-06-21,2,0.3612,0,0,0,0,0,0,0,0,0,0
2018-06-20,2018-06-20,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-19,2018-06-19,10,0.35356000000000004,0,0,0,0,0,0,0,0,0,0
2018-06-18,2018-06-18,2,-0.3382,0,0,0,0,0,0,0,0,0,0
2018-06-15,2018-06-15,6,0.00833333333333334,0,0,0,0,0,0,0,0,0,1
2018-06-14,2018-06-14,6,0.12760000000000002,0,0,0,0,0,0,0,0,0,0
2018-06-13,2018-06-13,2,0.4404,0,0,0,0,0,0,0,0,0,0
2018-06-12,2018-06-12,10,0.11066000000000001,0,0,0,0,0,0,0,0,0,0
2018-06-11,2018-06-11,4,-0.09575,0,0,0,0,1,0,0,0,0,0
2018-06-10,2018-06-10,6,-0.053066666666666686,0,0,0,0,0,0,0,0,0,0
2018-06-09,2018-06-09,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-08,2018-06-08,4,-0.33545,0,0,0,0,0,0,0,0,0,0
2018-06-05,2018-06-05,6,0.3188666666666667,0,0,0,0,0,0,0,0,0,0
2018-06-04,2018-06-04,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-02,2018-06-02,2,0.0772,0,0,0,0,0,0,0,0,0,0
2018-06-01,2018-06-01,4,-0.254,0,0,0,0,0,0,0,0,0,0
2018-05-31,2018-05-31,2,-0.4019,0,0,0,0,0,0,0,0,0,0
2018-05-30,2018-05-30,2,0.9762,0,0,0,0,0,0,0,0,0,0
2018-05-24,2018-05-24,2,0.6696,0,0,0,0,0,0,1,0,0,0
2018-05-23,2018-05-23,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-21,2018-05-21,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-20,2018-05-20,4,0.38634999999999997,0,0,0,0,0,0,0,0,0,0
2018-05-19,2018-05-19,2,0.8268,0,0,0,0,0,0,0,0,0,0
2018-05-18,2018-05-18,4,0.2202,0,0,0,0,0,0,0,0,0,0
2018-05-17,2018-05-17,4,0.21075,0,0,0,0,0,0,0,0,0,0
2018-05-14,2018-05-14,4,0.4037,0,0,0,0,0,0,0,0,0,0
2018-05-13,2018-05-13,2,0.8074,0,0,0,0,0,0,0,0,0,0
2018-05-11,2018-05-11,4,0.29295,0,0,0,0,0,0,0,0,0,0
2018-05-10,2018-05-10,8,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-08,2018-05-08,2,-0.2481,0,0,0,0,0,0,0,0,0,0
2018-05-07,2018-05-07,6,0.00786666666666668,0,0,0,0,0,0,1,0,0,0
2018-05-05,2018-05-05,2,0.9371,0,0,0,0,0,0,0,0,0,0
2018-05-04,2018-05-04,4,0.2202,0,0,0,0,0,0,0,0,0,0
2018-05-03,2018-05-03,8,0.198025,0,0,0,0,0,0,0,0,0,0
2018-05-02,2018-05-02,6,0.36106666666666665,0,0,0,0,0,0,0,0,0,0
2018-05-01,2018-05-01,8,0.5333,0,0,0,0,0,0,1,0,0,0
2018-04-28,2018-04-28,2,0.2023,0,0,0,0,0,0,0,0,0,0
2018-04-27,2018-04-27,8,0.291325,0,0,0,0,0,0,0,0,0,0
2018-04-26,2018-04-26,8,0.1937,0,0,0,0,0,0,0,0,0,0
2018-04-25,2018-04-25,8,0.273575,0,0,0,0,0,0,0,0,0,0
2018-04-24,2018-04-24,6,0.0015666666666666607,0,0,0,0,0,0,0,0,0,0
2018-04-23,2018-04-23,8,0.07985000000000002,0,0,0,0,0,0,0,0,0,0
2018-04-22,2018-04-22,2,-0.5862,0,0,0,0,0,0,0,0,0,0
2018-04-21,2018-04-21,2,0.6948,0,0,0,0,0,0,1,0,0,0
2018-04-20,2018-04-20,10,0.20776,0,0,0,0,0,0,0,0,0,0
2018-04-19,2018-04-19,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-04-18,2018-04-18,4,0.2848,0,0,0,0,0,0,0,0,0,0
2018-04-13,2018-04-13,6,0.3759666666666666,0,0,0,0,0,0,0,0,0,0
2018-04-12,2018-04-12,4,0.010550000000000004,0,0,0,0,0,0,0,0,0,0
2018-04-11,2018-04-11,2,0.1513,0,0,0,0,0,0,0,0,0,0
2018-04-10,2018-04-10,2,0.0534,0,0,0,0,0,0,0,0,0,0
2018-04-09,2018-04-09,4,0.15019999999999997,0,0,0,0,0,0,1,0,0,0
2018-04-06,2018-04-06,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-04-05,2018-04-05,4,0.20095,0,0,0,0,0,0,0,0,0,0
2018-04-04,2018-04-04,6,0.31206666666666666,0,0,0,0,0,0,0,0,0,0
2018-04-03,2018-04-03,4,0.2553,0,0,0,0,0,0,0,0,0,0
2018-04-02,2018-04-02,12,0.039999999999999994,0,0,0,0,0,0,0,0,0,0
2018-04-01,2018-04-01,2,0.5994,0,0,0,0,0,0,0,0,0,0
2018-03-30,2018-03-30,2,0.8807,0,0,0,0,0,0,0,0,0,0
2018-03-29,2018-03-29,8,0.20139999999999997,0,0,0,0,0,0,0,0,0,0
2018-03-28,2018-03-28,6,0.1998,0,0,0,0,0,0,0,0,0,0
2018-03-26,2018-03-26,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-24,2018-03-24,4,-0.01915,0,0,0,0,0,0,0,0,0,0
2018-03-23,2018-03-23,2,0.3182,0,0,0,0,0,0,0,0,0,0
2018-03-22,2018-03-22,4,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-21,2018-03-21,4,-0.0258,0,0,0,0,0,0,0,0,0,0
2018-03-20,2018-03-20,6,0.28823333333333334,0,0,0,0,0,0,0,0,0,0
2018-03-19,2018-03-19,4,-0.010050000000000003,0,0,0,0,0,0,0,0,0,0
2018-03-18,2018-03-18,2,-0.3612,0,0,0,0,0,0,0,0,0,0
2018-03-15,2018-03-15,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-14,2018-03-14,4,0.05764999999999998,0,0,0,0,0,0,0,0,0,0
2018-03-13,2018-03-13,2,0.4404,0,0,0,0,0,0,0,0,0,0
2018-03-09,2018-03-09,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-08,2018-03-08,10,0.24442,0,0,0,0,0,0,0,0,0,0
2018-03-07,2018-03-07,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-06,2018-03-06,8,0.276925,0,0,0,0,0,0,0,1,0,0
2018-03-05,2018-03-05,4,0.6935,0,0,0,0,0,0,0,0,0,0
2018-03-01,2018-03-01,4,0.4928,0,0,0,0,0,0,0,0,0,0
2018-02-28,2018-02-28,4,0.05135,0,0,0,0,0,0,0,0,0,0
2018-02-27,2018-02-27,10,0.28312,0,0,0,0,0,0,0,0,0,0
2018-02-26,2018-02-26,12,0.15886666666666668,0,0,0,0,0,0,0,0,0,0
2018-02-25,2018-02-25,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-02-24,2018-02-24,8,0.541,0,0,0,0,0,0,0,0,0,0
2018-02-23,2018-02-23,6,0.40650000000000003,0,0,0,0,0,0,0,0,0,0
2018-02-22,2018-02-22,4,0.20095,0,0,0,0,0,0,0,0,0,0
2018-02-21,2018-02-21,2,0.3971,0,0,0,0,0,0,0,0,0,0
2018-02-19,2018-02-19,8,-0.04722500000000001,0,0,0,0,0,0,0,0,0,0
2018-02-18,2018-02-18,2,0.2732,0,0,0,0,0,0,0,0,0,0
2018-02-17,2018-02-17,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-02-16,2018-02-16,4,0.46340000000000003,0,0,0,0,0,0,0,0,0,0
2018-02-15,2018-02-15,6,0.059966666666666675,0,0,0,0,0,0,0,0,0,0
2018-02-14,2018-02-14,8,0.36060000000000003,0,0,0,0,0,0,0,0,0,0
2018-02-13,2018-02-13,8,0.219475,0,0,0,0,0,0,0,0,0,0
2018-02-12,2018-02-12,6,0.22993333333333332,0,0,0,0,0,0,0,0,0,0
2018-02-11,2018-02-11,2,0.7579,0,0,0,0,0,0,0,0,0,0
2018-02-10,2018-02-10,4,0.36164999999999997,0,0,0,0,0,0,0,0,0,0
2018-02-08,2018-02-08,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-02-07,2018-02-07,6,0.03373333333333333,0,0,0,0,0,0,0,0,0,0
2018-02-06,2018-02-06,2,0.7556,0,0,0,0,0,0,0,0,0,0
2018-02-05,2018-02-05,6,-0.18296666666666664,0,0,0,0,0,0,0,0,0,0
2018-02-04,2018-02-04,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-02-02,2018-02-02,4,-0.1357,0,0,0,0,0,0,0,0,0,0
2018-02-01,2018-02-01,14,0.2315428571428571,0,0,0,0,0,0,0,0,0,0
2018-01-31,2018-01-31,6,-0.02776666666666668,0,0,0,0,0,0,0,0,0,0
2018-01-30,2018-01-30,12,0.12076666666666667,0,0,0,0,0,0,0,0,0,0
2018-01-29,2018-01-29,4,0.148,0,0,0,0,0,0,0,0,0,0
2018-01-28,2018-01-28,6,0.09660000000000002,0,0,0,0,1,0,0,0,0,0
2018-01-27,2018-01-27,4,0.46610000000000007,0,0,0,0,0,0,0,0,0,0
2018-01-26,2018-01-26,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-01-25,2018-01-25,14,-0.10851428571428569,0,0,0,0,0,0,0,0,0,0
2018-01-24,2018-01-24,10,0.0339,0,0,0,0,0,0,0,0,0,0
2018-01-23,2018-01-23,10,0.12096,0,0,0,0,0,0,0,0,0,0
2018-01-22,2018-01-22,6,0.6660666666666667,0,0,0,0,0,0,0,0,0,0
2018-01-21,2018-01-21,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-01-20,2018-01-20,8,0.02940000000000001,0,0,0,0,0,0,0,0,0,0
2018-01-19,2018-01-19,2,-0.7861,0,0,0,0,0,0,0,0,0,0
2018-01-18,2018-01-18,6,0.15226666666666666,0,0,0,0,0,0,0,0,0,0
2018-01-17,2018-01-17,6,0.14493333333333333,0,0,0,0,0,0,0,0,0,0
2018-01-16,2018-01-16,16,0.05485000000000001,0,0,0,0,0,0,0,0,0,0
2018-01-15,2018-01-15,12,0.40848333333333336,0,0,0,0,0,0,0,0,0,0
2018-01-14,2018-01-14,6,0.3599666666666667,0,0,0,0,0,0,0,0,0,0
2018-01-13,2018-01-13,2,0.2225,0,0,0,0,0,0,0,0,0,0
2018-01-12,2018-01-12,6,0.2083,0,0,0,0,0,0,0,0,0,0
2018-01-11,2018-01-11,4,0.24695,0,0,0,0,0,0,0,0,0,0
2018-01-10,2018-01-10,6,0.012499999999999992,0,0,0,0,0,0,0,0,0,0
2018-01-09,2018-01-09,14,-0.12187142857142855,0,0,0,0,0,0,0,0,0,0
2018-01-08,2018-01-08,14,-0.06169999999999999,0,0,0,0,0,0,0,0,0,0
2018-01-07,2018-01-07,4,0.37345,0,0,0,0,0,0,0,0,0,0
2018-01-06,2018-01-06,4,0.2202,0,0,0,0,0,0,0,0,0,0
2018-01-05,2018-01-05,10,0.21323999999999996,0,0,0,0,0,0,0,0,0,0
2018-01-04,2018-01-04,14,0.35469999999999996,0,0,0,0,0,0,0,0,0,0
2018-01-03,2018-01-03,8,0.282075,0,0,0,0,0,0,0,0,0,0
2018-01-02,2018-01-02,6,0.12726666666666667,0,0,0,0,0,0,0,0,0,0
2018-01-01,2018-01-01,4,0.46745,0,0,0,0,0,0,0,0,0,0
2017-12-31,2017-12-31,4,0.4841,0,0,0,0,0,0,0,0,0,0
2017-12-29,2017-12-29,8,-0.021974999999999995,0,0,0,0,0,0,0,0,0,0
2017-12-28,2017-12-28,2,0.0,0,0,0,0,0,0,0,0,0,0
2017-12-27,2017-12-27,4,0.18119999999999997,0,0,0,0,0,0,0,0,0,0
2017-12-26,2017-12-26,4,0.41265,0,0,0,0,0,0,0,0,0,0
2017-12-25,2017-12-25,4,0.80615,0,0,0,0,0,0,0,0,0,0
2017-12-24,2017-12-24,2,0.1901,0,0,0,0,0,0,0,0,0,0
2017-12-23,2017-12-23,4,0.51555,0,0,0,0,0,0,0,0,0,0
2017-12-22,2017-12-22,12,0.3370833333333334,0,0,0,0,0,0,0,0,0,0
2017-12-21,2017-12-21,2,0.5106,0,0,0,0,0,0,0,0,0,0
2017-12-20,2017-12-20,2,0.0,0,0,0,0,0,0,0,0,0,0
2017-12-19,2017-12-19,4,-0.11315,0,0,0,0,0,0,0,0,0,0
2017-12-18,2017-12-18,2,0.296,0,0,0,0,0,0,0,0,0,0
2017-12-17,2017-12-17,10,0.04479999999999999,0,0,0,0,0,0,0,0,0,0
2017-12-16,2017-12-16,2,0.0,0,0,0,0,0,0,0,0,0,0
2017-12-15,2017-12-15,2,0.638,0,0,0,0,0,0,0,0,0,0
2017-12-14,2017-12-14,2,0.4215,0,0,0,0,0,0,0,0,0,0
2017-12-13,2017-12-13,6,0.1514,0,0,0,0,0,0,0,0,0,0
2017-12-12,2017-12-12,10,0.41578,0,0,0,0,0,0,0,0,0,0
2017-12-11,2017-12-11,4,0.42245,0,0,0,0,0,0,0,0,0,0
2017-12-09,2017-12-09,4,0.71095,0,0,0,0,1,0,0,0,0,0
2017-12-08,2017-12-08,4,0.26344999999999996,0,0,0,0,0,0,0,0,0,0
2017-12-07,2017-12-07,8,0.21787499999999999,0,0,0,0,0,0,0,0,0,0
2017-12-05,2017-12-05,4,0.3182,0,0,0,0,0,0,0,0,0,0
2017-12-04,2017-12-04,10,-0.07896,0,0,0,0,0,0,0,0,0,0
2017-12-03,2017-12-03,2,0.0,0,0,0,0,0,0,0,0,0,0
2017-12-01,2017-12-01,4,0.5947,0,0,0,0,0,0,0,0,0,0
2017-11-30,2017-11-30,10,0.2874,0,0,0,0,0,0,0,0,0,0
2017-11-29,2017-11-29,2,0.3182,0,0,0,0,0,0,0,0,0,0
2017-11-28,2017-11-28,4,0.19979999999999998,0,0,0,0,0,0,0,0,0,0
2017-11-27,2017-11-27,4,0.019899999999999973,0,0,0,0,0,0,0,0,0,0
2017-11-25,2017-11-25,6,0.4197,0,0,0,0,0,0,0,0,0,0
2017-11-24,2017-11-24,2,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-23,2017-11-23,6,-0.15073333333333336,0,0,0,0,0,0,0,0,0,0
2017-11-22,2017-11-22,4,0.1366,0,0,0,0,0,0,0,0,0,0
2017-11-21,2017-11-21,4,-0.42405,0,0,0,0,0,0,0,0,0,0
2017-11-20,2017-11-20,4,0.1806,0,0,0,0,0,0,0,0,0,0
2017-11-17,2017-11-17,2,0.4019,0,0,0,0,0,0,0,0,0,0
2017-11-15,2017-11-15,2,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-14,2017-11-14,6,0.7397333333333332,0,0,0,0,0,0,1,0,0,0
2017-11-09,2017-11-09,6,-0.10636666666666668,0,0,0,0,0,0,0,0,0,0
2017-11-08,2017-11-08,8,0.32037499999999997,0,0,0,0,0,0,0,0,0,0
2017-11-07,2017-11-07,6,0.5072,0,0,0,0,0,0,0,0,0,0
2017-11-06,2017-11-06,2,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-02,2017-11-02,6,0.2154,0,0,0,0,0,0,0,0,0,0
2017-10-28,2017-10-28,4,-0.5363,0,0,0,0,0,0,0,0,0,0
2017-10-25,2017-10-25,2,0.0,0,0,0,0,0,0,0,0,0,0
2017-10-16,2017-10-16,2,0.296,0,0,0,0,0,0,0,0,0,0
2017-10-15,2017-10-15,2,-0.34,0,0,0,0,0,0,0,0,0,0
2017-10-14,2017-10-14,2,0.0,0,0,0,0,0,0,0,0,0,0
2017-10-13,2017-10-13,4,-0.5468,0,0,0,0,0,0,0,0,0,0
2017-10-12,2017-10-12,4,0.3878,0,0,0,0,0,0,0,0,0,0
2017-10-11,2017-10-11,2,0.0516,0,0,0,0,0,0,0,0,0,0
2017-10-08,2017-10-08,4,0.3589,0,0,0,0,0,0,0,0,0,0
2017-10-07,2017-10-07,2,0.686,0,0,0,0,0,0,0,0,0,0
2017-10-05,2017-10-05,4,-0.1027,0,0,0,0,0,0,0,0,0,0
2017-10-03,2017-10-03,2,0.0063,0,0,0,0,0,0,0,0,0,0
2017-10-02,2017-10-02,2,-0.2924,0,0,0,0,0,0,0,0,0,0
2017-09-29,2017-09-29,2,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-28,2017-09-28,2,-0.1531,0,0,0,0,0,0,0,0,0,0
2017-09-27,2017-09-27,4,0.47685,0,0,0,0,0,0,0,0,0,0
2017-09-26,2017-09-26,6,0.17020000000000002,0,0,0,0,0,0,0,0,0,0
2017-09-24,2017-09-24,2,0.4404,0,0,0,0,0,0,0,0,0,0
2017-09-23,2017-09-23,4,0.07565,0,0,0,0,1,0,0,0,0,0
2017-09-22,2017-09-22,2,0.128,0,0,0,0,0,0,0,0,0,0
2017-09-21,2017-09-21,2,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-20,2017-09-20,2,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-19,2017-09-19,12,0.3432,0,0,0,0,0,0,0,0,0,0
2017-09-18,2017-09-18,4,0.42115,0,0,0,0,0,0,0,0,0,0
2017-09-16,2017-09-16,2,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-15,2017-09-15,10,-0.12794,0,0,0,0,1,0,0,0,0,0
2017-09-14,2017-09-14,2,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-13,2017-09-13,2,0.4404,0,0,0,0,0,0,0,0,0,0
2017-09-12,2017-09-12,4,-0.3548,0,0,0,0,0,0,0,0,0,0
2017-09-10,2017-09-10,4,0.07994999999999997,0,0,0,0,0,0,0,0,0,0
2017-09-09,2017-09-09,6,-0.38100000000000006,0,0,0,0,0,0,0,0,0,0
2017-09-08,2017-09-08,6,0.27973333333333333,0,0,0,0,0,0,0,0,0,0
2017-09-07,2017-09-07,2,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-06,2017-09-06,4,0.0562,0,0,0,0,0,0,0,0,0,0
2017-09-05,2017-09-05,4,0.49355000000000004,0,0,0,0,0,0,0,0,0,0
2017-09-04,2017-09-04,4,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-03,2017-09-03,6,0.15246666666666667,0,0,0,0,0,0,0,0,0,0
2017-09-02,2017-09-02,2,-0.5423,0,0,0,0,0,0,0,0,0,0
2017-08-31,2017-08-31,6,-0.17073333333333332,0,0,0,0,0,0,0,0,0,0
2017-08-30,2017-08-30,2,0.5106,0,0,0,0,0,0,0,0,0,0
2017-08-28,2017-08-28,2,0.0,0,0,0,0,0,0,0,0,0,0
2017-08-25,2017-08-25,2,0.9062,0,0,0,0,0,0,0,0,0,0
2017-08-23,2017-08-23,2,0.0,0,0,0,0,0,0,0,0,0,0
2017-08-21,2017-08-21,2,-0.4215,0,0,0,0,0,0,0,0,0,0
2017-08-18,2017-08-18,4,0.1366,0,0,0,0,0,0,0,0,0,0
